OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Nitrate,Dissolved,0.028,mg/l as N,,Preliminary,,Estimated,,,,,,,,,,,00618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.030,mg/l as N,,Preliminary,,Actual,,,,,,,,,,,00631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL050,USGS,"Nutrients, LL, wf, Cd reduct",,"USGS OF 93-125, p 149","USGS-National Water Quality Lab, Denver, CO",2010-08-16,,,,,,,,Laboratory Reporting Level,0.016,mg/l as N,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Orthophosphate,Dissolved,0.022,mg/l asPO4,,Preliminary,,Estimated,,,,,,,,,,,00660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Phosphorus,Total,0.014,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-08-05,,,,,,,,Laboratory Reporting Level,0.008,mg/l as P,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Phosphorus,Dissolved,0.005,mg/l as P,,Preliminary,,Estimated,,,,,,,,,,,00666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-08-03,,,,,,,below the reporting level but at or above the detection level,Laboratory Reporting Level,0.006,mg/l as P,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Orthophosphate,Dissolved,0.007,mg/l as P,,Preliminary,,Estimated,,,,,,,,,,,00671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2010-08-12,,,,,,,below the reporting level but at or above the detection level,Laboratory Reporting Level,0.008,mg/l as P,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Hardness, Ca, Mg",,10.5,mg/l CaCO3,,Preliminary,,Actual,,,,,,,,,,,00900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Calcium,Dissolved,3.04,mg/l,,Preliminary,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2010-08-23,,,,,,,,Laboratory Reporting Level,0.044,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Magnesium,Dissolved,0.686,mg/l,,Preliminary,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2010-08-23,,,,,,,,Laboratory Reporting Level,0.016,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Sodium,Dissolved,1.32,mg/l,,Preliminary,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2010-08-23,,,,,,,,Laboratory Reporting Level,0.10,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.18,None,,Preliminary,,Actual,,,,,,,,,,,00931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Sodium, percent total cations",,21,%,,Preliminary,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Potassium,Dissolved,0.27,mg/l,,Preliminary,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2010-08-23,,,,,,,,Laboratory Reporting Level,0.064,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Chloride,Dissolved,0.53,mg/l,,Preliminary,,Actual,,,,,,,,,,,00940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IC022,USGS,"Anions, wf, IC",,"Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2010-08-06,,,,,,,,Laboratory Reporting Level,0.12,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Sulfate,Dissolved,1.62,mg/l,,Preliminary,,Actual,,,,,,,,,,,00945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IC022,USGS,"Anions, wf, IC",,"Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2010-08-06,,,,,,,,Laboratory Reporting Level,0.18,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fluoride,Dissolved,0.05,mg/l,,Preliminary,,Estimated,,,,,,,,,,,00950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISE05,USGS,"Anions, wf, ISE",,"USGS TWRI 5-A1/1989, p 221","USGS-National Water Quality Lab, Denver, CO",2010-08-13,,,,,,,below the reporting level but at or above the detection level,Laboratory Reporting Level,0.08,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Silica,Dissolved,7.05,mg/l,,Preliminary,,Actual,,,,,,,,,,,00955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2010-08-23,,,,,,,,Laboratory Reporting Level,0.058,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Arsenic,Dissolved,0.22,ug/l,,Preliminary,,Actual,,,,,,,,,,,01000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM10,USGS,"Elements, wf, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,0.044,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Barium,Dissolved,35.1,ug/l,,Preliminary,,Actual,,,,,,,,,,,01005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,0.14,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Beryllium,Dissolved,0.019,ug/l,,Preliminary,,Actual,,,,,,,,,,,01010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,0.012,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Boron,Dissolved,6,ug/l,,Preliminary,,Actual,,,,,,,,,,,01020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM40,USGS,"Metals, water, ICP-MS (NWQL)",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,2.8,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Cadmium,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,01025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,0.02,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Chromium,Dissolved,0.07,ug/l,,Preliminary,,Estimated,,,,,,,,,,,01030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM10,USGS,"Elements, wf, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,below the reporting level but at or above the detection level,Laboratory Reporting Level,0.12,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Cobalt,Dissolved,0.027,ug/l,,Preliminary,,Actual,,,,,,,,,,,01035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM10,USGS,"Elements, wf, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,0.010,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Copper,Dissolved,0.75,ug/l,,Preliminary,,Estimated,,,,,,,,,,,01040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM10,USGS,"Elements, wf, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,below the reporting level but at or above the detection level,Laboratory Reporting Level,1,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Iron,Dissolved,50.2,ug/l,,Preliminary,,Actual,,,,,,,,,,,01046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2010-08-23,,,,,,,,Laboratory Reporting Level,6,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Lead,Dissolved,0.075,ug/l,,Preliminary,,Actual,,,,,,,,,,,01049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,0.030,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Manganese,Dissolved,1.50,ug/l,,Preliminary,,Actual,,,,,,,,,,,01056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,0.26,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Thallium,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,01057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM40,USGS,"Metals, water, ICP-MS (NWQL)",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,0.020,ug/l,,,,,,,,,,,,,,,,,NWIS
